Twinned,Orientation,Strain_level,Grain_size,Triple_points,Near_edge,T_SF1,T_SF2,T_SF3,T_SF4,T_SF5,T_SF6,S_SF1,S_SF2,S_SF3,Neighbor_grain_n,Max_B-b_m,Min_B-b_m,Mean_B-b_m,Max_B-t_m,Min_B-t_m,Mean_B-t_m,Max_Gbmisang,Min_Gbmisang,Mean_Gbmisang,Max_deltaGs,Min_deltaGs,Mean_deltaGs,Max_deltaBSF,Min_deltaBSF,Mean_deltaBSF
0,45,0.06,5.77 ,4,0,0.4200 ,0.4184 ,0.3821 ,0.3781 ,0.3419 ,0.3362 ,0.3661,0.1941,0.1719,4,0.8907,0.3552,0.6460,0.9893,0.0010,0.3585,55.15,20.99,38.10,22.31,1.28,8.08,0.1153,-0.0557,0.0574
0,45,0.06,3.82 ,5,0,0.0142 ,0.0111 ,-0.2764 ,-0.2965 ,-0.3745 ,-0.3977 ,0.1932,0.1170,0.0762,5,0.8673,0.2588,0.4603,0.7666,0.0061,0.2378,71.72,24.98,55.77,10.96,-1.98,5.10,0.2731,0.0415,0.1782
1,45,0.06,8.27 ,6,0,0.1262 ,0.1215 ,0.0955 ,0.0897 ,-0.0949 ,-0.1574 ,0.4212,0.4166,0.0046,6,0.2193,0.0011,0.1300,0.7397,0.0100,0.2770,75.24,59.05,67.91,6.51,-4.57,0.74,0.0042,-0.1219,-0.0510
0,45,0.06,2.50 ,3,0,0.1276 ,0.1188 ,-0.0684 ,-0.1128 ,-0.1608 ,-0.2140 ,0.4358,0.2767,0.1590,4,0.8874,0.5460,0.6994,0.9522,0.0108,0.3280,43.46,21.69,32.40,25.58,2.05,8.79,0.0410,-0.2955,-0.0849
0,45,0.06,10.05 ,2,0,0.2539 ,0.2428 ,0.1369 ,0.0873 ,0.0713 ,0.0106 ,0.4925,0.3204,0.1721,3,0.6425,0.0961,0.4259,0.7029,0.0546,0.2734,85.35,26.77,47.10,18.03,-4.56,7.73,-0.0055,-0.3522,-0.1244
1,45,0.06,12.50 ,4,0,0.4664 ,0.4661 ,0.4558 ,0.4554 ,0.4283 ,0.4275 ,0.2475,0.1260,0.1215,4,0.2912,0.0031,0.1003,0.9701,0.0003,0.3086,55.69,37.10,50.01,22.58,2.58,8.67,0.2489,0.0744,0.1795
1,45,0.06,8.77 ,6,0,0.4641 ,0.4612 ,0.4524 ,0.4484 ,0.4250 ,0.4181 ,0.2580,0.1486,0.1094,6,0.6432,0.0119,0.2878,0.9826,0.0003,0.3540,53.53,27.53,36.73,19.31,-5.64,3.31,0.2188,-0.0768,0.1443
0,45,0.06,7.05 ,3,0,0.2745 ,0.2589 ,0.1896 ,0.1436 ,0.1078 ,0.0461 ,0.4814,0.3453,0.1360,3,0.8907,0.5535,0.7692,0.9340,0.0183,0.3550,36.40,20.99,28.99,21.03,-1.28,7.69,-0.0046,-0.1710,-0.0969
0,45,0.06,12.82 ,8,0,0.0276 ,0.0251 ,-0.2762 ,-0.3013 ,-0.3401 ,-0.3676 ,0.2347,0.1337,0.1010,8,0.7182,0.4745,0.5865,0.9247,0.0028,0.3110,61.65,34.62,46.38,25.27,-10.98,-0.32,0.2520,-0.0415,0.1840
0,45,0.06,7.07 ,7,0,0.0053 ,-0.0173 ,-0.0213 ,-0.0471 ,-0.3062 ,-0.3545 ,0.3311,0.3164,0.0147,7,0.5805,0.1277,0.3681,0.9694,0.0077,0.2969,68.95,20.89,46.59,21.01,-4.73,1.86,0.1457,0.0257,0.1006
1,45,0.06,12.41 ,6,0,0.3298 ,0.3113 ,0.2825 ,0.2418 ,0.2096 ,0.1503 ,0.4467,0.3474,0.0993,6,0.8919,0.3022,0.5895,0.9918,0.0008,0.3372,60.20,20.63,41.78,37.36,-4.64,11.84,0.0425,-0.3739,-0.0928
0,45,0.06,2.34 ,4,0,0.3133 ,0.3009 ,0.2343 ,0.1876 ,0.1781 ,0.1189 ,0.4730,0.3199,0.1531,4,0.9077,0.0479,0.3366,0.9549,0.0076,0.3281,77.82,22.65,46.47,25.74,4.45,10.23,0.0038,-0.1419,-0.0692
0,45,0.06,16.05 ,3,1,0.2050 ,0.1787 ,0.1634 ,0.1255 ,0.0069 ,-0.0573 ,0.4560,0.4039,0.0521,4,0.1871,0.0536,0.1150,0.7093,0.0116,0.2288,87.54,65.74,78.19,9.55,-10.38,-0.85,0.0122,-0.0870,-0.0490
1,45,0.06,8.34 ,7,0,0.4059 ,0.3901 ,0.3875 ,0.3593 ,0.3456 ,0.2964 ,0.3568,0.3020,0.0548,7,0.7997,0.0262,0.3029,0.9036,0.0009,0.3288,71.93,29.27,51.32,6.44,-6.00,-1.75,0.1162,-0.1538,0.0362
0,45,0.06,3.75 ,4,0,0.3383 ,0.3329 ,0.2533 ,0.2310 ,0.2038 ,0.1761 ,0.4664,0.2695,0.1969,4,0.7997,0.4321,0.5724,0.9990,0.0013,0.3436,53.28,29.27,42.91,11.03,-0.63,5.28,-0.0313,-0.2633,-0.1162
0,45,0.06,7.77 ,4,0,0.2006 ,0.1884 ,0.0618 ,0.0138 ,-0.0274 ,-0.0875 ,0.4830,0.3228,0.1603,4,0.8919,0.5335,0.6538,0.8713,0.0011,0.3099,50.41,16.38,33.89,7.65,2.14,4.87,-0.0363,-0.4102,-0.1869
0,45,0.06,5.85 ,5,0,0.4830 ,0.4803 ,0.4786 ,0.4770 ,0.4622 ,0.4545 ,0.1812,0.1198,0.0614,5,0.6432,0.3005,0.4714,0.9167,0.0167,0.3539,47.62,23.12,33.21,22.23,-2.32,4.31,0.2956,0.0768,0.2300
0,45,0.06,3.12 ,5,0,-0.0058 ,-0.0129 ,-0.2038 ,-0.2230 ,-0.4083 ,-0.4346 ,0.2030,0.1492,0.0539,5,0.8387,0.1351,0.3997,0.9315,0.0026,0.3005,70.33,30.88,52.95,10.04,0.63,5.26,0.2633,0.1538,0.2152
0,45,0.06,6.76 ,5,0,0.3712 ,0.3689 ,0.3024 ,0.2944 ,0.2546 ,0.2443 ,0.4371,0.2340,0.2031,5,0.9771,0.3180,0.6370,0.5601,0.0139,0.3120,28.88,12.20,23.61,18.17,-3.24,6.56,0.0109,-0.2559,-0.1024
1,45,0.06,23.56 ,8,0,0.3598 ,0.3545 ,0.2883 ,0.2687 ,0.2408 ,0.2159 ,0.4480,0.2597,0.1883,8,0.9771,0.2120,0.6557,0.8650,0.0106,0.3206,41.23,12.20,28.95,4.62,-18.46,-9.36,0.0027,-0.1901,-0.0712
0,45,0.06,3.62 ,4,0,0.2428 ,0.2200 ,0.1860 ,0.1451 ,0.0613 ,-0.0024 ,0.4673,0.3864,0.0808,4,0.9206,0.3005,0.7490,0.7658,0.0074,0.3313,34.96,18.13,26.44,24.46,-0.10,8.10,0.0095,-0.2861,-0.0878
0,45,0.06,8.80 ,3,1,0.1696 ,0.1570 ,0.0205 ,-0.0256 ,-0.0846 ,-0.1433 ,0.4682,0.3185,0.1497,4,0.9516,0.0536,0.6468,0.6389,0.0204,0.2887,82.29,15.51,41.37,16.80,-6.54,5.27,-0.0018,-0.0800,-0.0284
0,45,0.06,2.79 ,2,0,0.1077 ,0.0992 ,0.0780 ,0.0676 ,-0.1276 ,-0.1889 ,0.4145,0.4066,0.0079,3,0.9225,0.5605,0.7637,0.7523,0.0372,0.3428,30.56,16.94,23.45,11.99,2.71,8.90,0.0499,-0.0088,0.0203
0,45,0.06,6.78 ,6,0,0.2188 ,0.1908 ,0.1906 ,0.1542 ,0.0372 ,-0.0273 ,0.4507,0.4128,0.0379,6,0.1855,0.0075,0.0729,0.7581,0.0005,0.2681,84.35,70.15,76.17,21.29,-4.45,5.66,0.0261,-0.2477,-0.0641
0,45,0.06,3.53 ,5,0,0.3702 ,0.3542 ,0.3320 ,0.2934 ,0.2802 ,0.2255 ,0.4169,0.3159,0.1010,5,0.9464,0.5616,0.8341,0.7443,0.0068,0.3312,28.71,18.13,22.81,21.40,0.10,6.60,0.0503,-0.2358,-0.0374
0,45,0.06,2.26 ,1,1,0.1793 ,0.1521 ,0.1430 ,0.1064 ,-0.0315 ,-0.0954 ,0.4486,0.4069,0.0417,2,0.9516,0.7958,0.8737,0.6678,0.0428,0.3010,35.34,15.51,25.42,10.09,6.54,8.31,0.0196,0.0178,0.0187
1,45,0.06,16.11 ,7,0,0.4283 ,0.4166 ,0.4119 ,0.3888 ,0.3837 ,0.3394 ,0.3219,0.2712,0.0506,7,0.8074,0.0993,0.5333,0.9425,0.0021,0.3328,41.62,22.43,33.06,18.97,-10.23,-0.16,0.1745,-0.0744,0.0849
1,45,0.06,22.13 ,8,0,0.4477 ,0.4396 ,0.4332 ,0.4164 ,0.4151 ,0.3775 ,0.2833,0.2382,0.0451,8,0.6640,0.0096,0.3262,0.9065,0.0001,0.3041,75.41,22.43,46.81,12.95,-16.46,-5.53,0.1894,-0.2774,0.0863
1,45,0.06,14.78 ,9,0,0.3278 ,0.3154 ,0.2564 ,0.2107 ,0.2042 ,0.1460 ,0.4644,0.3152,0.1492,9,0.8916,0.3243,0.6088,0.9936,0.0000,0.3416,58.75,15.46,32.79,0.64,-11.99,-6.17,0.0162,-0.2712,-0.1071
0,45,0.06,10.82 ,3,1,-0.1125 ,-0.1150 ,-0.1327 ,-0.1354 ,-0.4945 ,-0.4997 ,0.0351,0.0341,0.0009,4,0.8001,0.5687,0.6640,0.8510,0.0044,0.3260,46.45,31.93,36.86,38.95,-5.52,11.40,0.4541,0.2131,0.3126
0,45,0.06,49.77 ,15,0,0.2202 ,0.2087 ,0.0877 ,0.0387 ,0.0092 ,-0.0513 ,0.4892,0.3219,0.1673,14,0.9529,0.6084,0.7632,0.9012,0.0021,0.3250,49.69,14.75,32.23,-11.68,-44.47,-33.43,-0.0112,-0.4541,-0.1362
0,45,0.06,3.11 ,3,0,0.4609 ,0.4551 ,0.4489 ,0.4406 ,0.4218 ,0.4077 ,0.2674,0.1723,0.0951,3,0.6139,0.3243,0.4375,0.9153,0.0043,0.3390,50.41,33.60,43.57,12.31,5.84,9.94,0.2132,0.1627,0.1910
1,45,0.06,18.39 ,7,0,0.2534 ,0.2457 ,0.1216 ,0.0748 ,0.0699 ,0.0154 ,0.4963,0.3000,0.1963,7,0.9206,0.0073,0.7314,0.8117,0.0021,0.3206,53.21,22.78,29.34,9.79,-12.52,-1.45,-0.0392,-0.2489,-0.1078
0,45,0.06,14.78 ,9,0,0.1043 ,0.1013 ,-0.1496 ,-0.1876 ,-0.1935 ,-0.2345 ,0.4057,0.2232,0.1825,10,0.9571,0.2193,0.6833,0.8738,0.0060,0.3133,61.65,16.16,36.89,0.00,-11.99,-6.88,0.0607,-0.2066,-0.0108
0,45,0.06,9.91 ,6,0,-0.0888 ,-0.0934 ,-0.1498 ,-0.1557 ,-0.4846 ,-0.4950 ,0.0728,0.0670,0.0058,6,0.8371,0.0103,0.3369,0.9150,0.0002,0.2938,89.92,28.03,58.21,17.27,-6.11,3.57,0.4102,0.2301,0.3438
1,45,0.06,28.18 ,8,0,0.3527 ,0.3326 ,0.3296 ,0.2985 ,0.2575 ,0.2004 ,0.4076,0.3587,0.0488,8,0.8898,0.0867,0.6927,0.9016,0.0034,0.3357,78.29,23.71,37.81,8.21,-16.96,-7.35,0.0888,-0.2591,-0.0198
1,45,0.06,5.50 ,3,0,0.2842 ,0.2681 ,0.2561 ,0.2335 ,0.1499 ,0.0872 ,0.4343,0.4058,0.0285,4,0.9225,0.6925,0.8312,0.7634,0.0829,0.3447,31.55,15.46,20.46,9.28,-2.71,2.63,0.0463,-0.0231,0.0084
0,45,0.06,2.83 ,3,0,0.2980 ,0.2804 ,0.2328 ,0.1892 ,0.1514 ,0.0902 ,0.4685,0.3519,0.1165,3,0.9492,0.8558,0.8943,0.6475,0.0002,0.3189,30.10,17.57,24.93,25.25,6.62,13.25,0.0083,-0.0256,-0.0095
1,45,0.06,5.87 ,5,0,0.2991 ,0.2742 ,0.2700 ,0.2331 ,0.1662 ,0.1043 ,0.4416,0.3879,0.0537,5,0.8907,0.0481,0.4799,0.7596,0.0011,0.3095,76.63,22.78,43.80,21.58,0.97,9.95,0.0548,-0.3418,-0.0694
0,45,0.06,15.42 ,8,0,0.1596 ,0.1566 ,0.1280 ,0.1243 ,-0.0400 ,-0.1039 ,0.4302,0.4268,0.0034,8,0.8619,0.2456,0.6127,0.9261,0.0014,0.3304,50.41,16.38,33.74,-0.64,-12.31,-5.40,0.0529,-0.3573,-0.1218
0,45,0.06,6.84 ,4,0,0.2879 ,0.2766 ,0.1905 ,0.1418 ,0.1329 ,0.0729 ,0.4860,0.3185,0.1675,4,0.9664,0.0892,0.5143,0.8883,0.0010,0.3020,60.43,13.73,39.24,9.27,-0.97,3.93,-0.0345,-0.3862,-0.1573
0,45,0.06,3.80 ,4,0,0.4164 ,0.4104 ,0.3804 ,0.3654 ,0.3418 ,0.3208 ,0.3718,0.2261,0.1457,4,0.4343,0.0924,0.2584,0.9824,0.0005,0.3355,74.61,33.98,56.82,23.38,3.74,10.93,0.0930,-0.2990,-0.1230
0,45,0.06,3.15 ,3,0,-0.0324 ,-0.0423 ,-0.1553 ,-0.1726 ,-0.4261 ,-0.4534 ,0.1991,0.1659,0.0332,4,0.8960,0.5018,0.7049,0.9194,0.0023,0.3445,44.33,20.37,29.03,11.63,2.87,6.19,0.2610,0.2066,0.2289
0,45,0.06,6.01 ,3,0,0.1001 ,0.0893 ,0.0709 ,0.0579 ,-0.1415 ,-0.2022 ,0.4112,0.4016,0.0096,5,0.9131,0.4083,0.6864,0.9742,0.0110,0.3530,45.65,17.89,28.42,8.77,-2.87,2.78,0.0694,-0.3044,-0.0859
0,45,0.06,9.90 ,7,0,0.1253 ,0.1117 ,-0.0306 ,-0.0725 ,-0.1658 ,-0.2212 ,0.4351,0.3081,0.1270,7,0.9571,0.4588,0.7337,0.9077,0.0024,0.3271,38.98,16.16,28.63,4.88,-6.77,-3.00,0.0313,-0.2360,-0.0721
0,45,0.06,9.45 ,7,0,0.3554 ,0.3433 ,0.2978 ,0.2543 ,0.2537 ,0.1980 ,0.4428,0.3024,0.1404,7,0.9492,0.5431,0.8429,0.9618,0.0053,0.3294,44.63,17.57,25.56,18.63,-6.62,3.20,0.0340,-0.1621,-0.0233
0,45,0.06,13.42 ,4,0,0.0836 ,0.0676 ,-0.0501 ,-0.0864 ,-0.2338 ,-0.2861 ,0.3959,0.3051,0.0908,4,0.9176,0.2650,0.6639,0.9590,0.0081,0.3106,69.47,18.58,38.91,14.76,-2.20,7.89,0.1004,-0.2475,-0.0185
0,45,0.06,28.08 ,19,0,0.2062 ,0.1885 ,0.1063 ,0.0619 ,-0.0139 ,-0.0762 ,0.4768,0.3575,0.1193,20,0.9853,0.0138,0.7001,0.8771,0.0012,0.3161,83.32,9.06,33.32,-8.30,-25.74,-19.84,0.0157,-0.2956,-0.0768
1,45,0.06,10.77 ,6,0,0.1907 ,0.1636 ,0.1536 ,0.1166 ,-0.0136 ,-0.0777 ,0.4515,0.4071,0.0443,6,0.9664,0.0096,0.5543,0.7775,0.0014,0.2960,59.75,13.73,42.10,15.75,-3.93,7.15,0.0345,-0.3517,-0.1439
0,45,0.06,8.49 ,2,1,-0.0276 ,-0.0417 ,-0.1102 ,-0.1309 ,-0.3963 ,-0.4312 ,0.2482,0.2187,0.0295,3,0.9812,0.5687,0.7473,0.9127,0.0092,0.3170,38.58,10.79,28.46,41.28,2.34,15.41,0.2410,-0.2131,0.0137
0,45,0.06,2.28 ,2,1,0.0337 ,0.0285 ,-0.2271 ,-0.2549 ,-0.3386 ,-0.3715 ,0.2710,0.1700,0.1011,3,0.9121,0.7350,0.8453,0.8754,0.0037,0.3412,38.49,20.52,26.80,10.08,0.81,4.47,0.1954,-0.2168,0.0413
1,45,0.06,25.60 ,8,0,0.4052 ,0.3971 ,0.3660 ,0.3440 ,0.3266 ,0.2965 ,0.3882,0.2485,0.1397,8,0.7908,0.1871,0.5321,0.9480,0.0004,0.3224,65.74,22.91,43.70,0.93,-19.93,-11.65,0.1045,-0.1217,0.0227
0,45,0.06,8.96 ,8,0,0.1855 ,0.1788 ,0.0069 ,-0.0436 ,-0.0477 ,-0.1049 ,0.4806,0.2853,0.1953,8,0.9138,0.3743,0.7434,0.8494,0.0023,0.3375,46.72,20.08,30.93,6.47,-5.84,0.39,0.0027,-0.3738,-0.1358
0,45,0.06,6.64 ,4,0,0.3422 ,0.3335 ,0.2675 ,0.2328 ,0.2204 ,0.1770 ,0.4602,0.2882,0.1720,5,0.8400,0.2392,0.5425,0.9120,0.0002,0.3397,64.83,24.41,40.76,4.93,-3.49,0.40,-0.0139,-0.3534,-0.1377
0,45,0.06,19.63 ,7,0,0.1155 ,0.0985 ,-0.0096 ,-0.0490 ,-0.1766 ,-0.2329 ,0.4277,0.3276,0.1001,7,0.9689,0.0075,0.5771,0.9153,0.0004,0.2689,84.35,12.25,46.22,8.44,-12.85,-5.49,0.0705,-0.2371,-0.0321
0,45,0.06,3.68 ,5,0,0.1144 ,0.0894 ,0.0629 ,0.0278 ,-0.1459 ,-0.2059 ,0.4249,0.3797,0.0452,5,0.6904,0.3066,0.4927,0.8545,0.0267,0.3061,39.19,30.84,34.56,9.48,-0.10,4.36,0.0353,-0.0427,0.0066
0,45,0.06,12.36 ,6,1,0.1611 ,0.1580 ,-0.0527 ,-0.0812 ,-0.1034 ,-0.1350 ,0.4664,0.2540,0.2125,7,0.9372,0.6809,0.8585,0.8501,0.0157,0.3224,39.30,16.05,25.57,13.24,-10.09,-3.53,0.0263,-0.2279,-0.0774
1,45,0.06,13.16 ,7,0,0.4054 ,0.3941 ,0.3721 ,0.3423 ,0.3350 ,0.2939 ,0.3821,0.2664,0.1157,7,0.9676,0.1568,0.5570,0.9424,0.0066,0.3425,71.05,14.11,41.55,9.39,-10.04,-3.27,0.0686,-0.1791,0.0102
1,45,0.06,7.28 ,3,0,0.2664 ,0.2627 ,0.1293 ,0.1075 ,0.0755 ,0.0499 ,0.4981,0.2744,0.2237,3,0.8791,0.8134,0.8515,0.7335,0.0259,0.3205,34.27,25.57,28.67,15.27,2.07,9.90,-0.0705,-0.1271,-0.0987
0,45,0.06,11.22 ,4,0,0.0111 ,0.0105 ,-0.3327 ,-0.3490 ,-0.3593 ,-0.3762 ,0.1484,0.0783,0.0701,4,0.2650,0.0867,0.1462,0.6625,0.0040,0.2065,78.29,69.47,75.11,16.96,2.20,12.28,0.3087,0.2210,0.2591
0,45,0.06,8.57 ,5,0,0.0073 ,0.0047 ,-0.2862 ,-0.3029 ,-0.3892 ,-0.4085 ,0.1613,0.0983,0.0631,5,0.9108,0.5354,0.7332,0.9679,0.0009,0.3361,45.31,23.81,34.11,6.85,0.38,3.60,0.3220,0.1416,0.2537
0,45,0.06,9.27 ,5,0,0.2893 ,0.2847 ,0.1701 ,0.1461 ,0.1173 ,0.0886 ,0.4927,0.2773,0.2154,5,0.9605,0.6549,0.7984,0.9468,0.0174,0.3499,37.63,15.42,28.02,17.26,-3.17,6.59,0.0070,-0.2541,-0.1208
0,45,0.06,11.10 ,3,1,0.0154 ,0.0067 ,-0.1826 ,-0.2075 ,-0.3700 ,-0.4036 ,0.2615,0.1889,0.0726,4,0.9812,0.5706,0.7772,0.8862,0.0024,0.3410,41.24,10.79,29.44,38.67,-2.80,12.13,0.2277,-0.0132,0.1501
1,45,0.06,27.18 ,8,0,0.1611 ,0.1529 ,-0.0227 ,-0.0706 ,-0.0965 ,-0.1526 ,0.4648,0.2873,0.1775,8,0.6329,0.0103,0.2467,0.8025,0.0018,0.2142,89.92,49.69,67.04,22.59,-23.38,-10.51,0.0244,-0.3920,-0.1275
1,45,0.06,7.54 ,5,0,0.4877 ,0.4867 ,0.4842 ,0.4834 ,0.4716 ,0.4648 ,0.1546,0.1065,0.0481,5,0.4343,0.0525,0.2506,0.9610,0.0003,0.3366,79.50,33.98,54.63,19.64,-3.74,7.10,0.3103,0.1483,0.2391
0,45,0.06,3.59 ,3,0,0.3673 ,0.3567 ,0.3123 ,0.2756 ,0.2690 ,0.2217 ,0.4337,0.2881,0.1456,4,0.9676,0.5958,0.7597,0.8848,0.0484,0.3415,36.13,14.11,28.46,18.96,0.10,7.99,0.0125,-0.0627,-0.0277
0,45,0.06,3.08 ,2,1,-0.0009 ,-0.0014 ,-0.3364 ,-0.3423 ,-0.3982 ,-0.4045 ,0.0542,0.0305,0.0237,3,0.9121,0.5327,0.6603,0.9174,0.0002,0.3112,50.13,20.52,39.29,2.00,-0.81,0.98,0.4316,0.2168,0.3368
0,45,0.06,14.29 ,7,0,0.0315 ,0.0212 ,-0.1549 ,-0.1837 ,-0.3386 ,-0.3776 ,0.3029,0.2203,0.0826,7,0.9663,0.0525,0.6120,0.9402,0.0001,0.3148,79.50,14.39,38.43,7.94,-10.48,-2.88,0.1273,-0.2301,-0.0212
0,45,0.06,4.82 ,5,0,0.1039 ,0.0767 ,0.0741 ,0.0411 ,-0.1490 ,-0.2092 ,0.4161,0.3902,0.0259,5,0.9372,0.5360,0.7596,0.7668,0.0000,0.3174,47.22,20.22,34.34,7.54,-2.54,1.49,0.0697,-0.3619,-0.1129
0,45,0.06,11.79 ,6,0,0.4781 ,0.4764 ,0.4674 ,0.4674 ,0.4604 ,0.4407 ,0.1906,0.1673,0.0233,6,0.7558,0.0040,0.2772,0.9109,0.0008,0.3162,62.63,34.15,51.62,16.29,-2.77,3.45,0.2862,0.0979,0.2194
0,45,0.06,10.73 ,6,0,0.1796 ,0.1558 ,0.1178 ,0.0786 ,-0.0449 ,-0.1081 ,0.4573,0.3886,0.0687,6,0.9170,0.1999,0.7263,0.8927,0.0121,0.3109,59.59,18.97,33.55,17.35,-7.90,1.94,0.0195,-0.2667,-0.0993
0,45,0.06,6.92 ,6,0,0.1384 ,0.1288 ,-0.0465 ,-0.0917 ,-0.1413 ,-0.1961 ,0.4462,0.2873,0.1589,7,0.9226,0.5133,0.7128,0.8750,0.0027,0.3267,46.88,22.54,36.15,4.64,-3.34,-0.17,0.0139,-0.3394,-0.0737
0,45,0.06,9.79 ,5,0,0.3125 ,0.3082 ,0.2079 ,0.1880 ,0.1559 ,0.1317 ,0.4833,0.2701,0.2132,5,0.9138,0.2850,0.6019,0.9172,0.0008,0.3429,61.33,20.08,40.28,2.60,-1.26,0.21,-0.0027,-0.3766,-0.2324
0,45,0.06,10.33 ,5,0,-0.0729 ,-0.0786 ,-0.1598 ,-0.1681 ,-0.4746 ,-0.4886 ,0.0998,0.0884,0.0113,6,0.9440,0.0481,0.4135,0.9548,0.0000,0.2970,76.63,17.05,50.63,17.12,-4.46,5.77,0.3862,0.1667,0.3189
0,45,0.06,6.10 ,5,0,0.2497 ,0.2475 ,0.0961 ,0.0828 ,0.0412 ,0.0258 ,0.4997,0.2643,0.2355,5,0.9605,0.6529,0.7992,0.8729,0.0112,0.3429,47.68,15.42,28.90,20.43,-2.04,4.93,-0.0070,-0.2611,-0.1515
0,45,0.06,11.57 ,6,0,-0.0150 ,-0.0181 ,-0.2579 ,-0.2684 ,-0.4349 ,-0.4483 ,0.1068,0.0736,0.0331,7,0.7650,0.2392,0.4394,0.9766,0.0000,0.3262,64.83,39.19,51.40,-1.78,-5.56,-3.84,0.3766,0.0208,0.2987
0,45,0.06,5.73 ,4,0,0.1300 ,0.1141 ,0.1006 ,0.0811 ,-0.0972 ,-0.1596 ,0.4260,0.4103,0.0157,4,0.6418,0.1358,0.4055,0.8613,0.0003,0.2790,66.68,31.29,50.30,21.45,1.81,12.98,0.0388,-0.2714,-0.1056
0,45,0.06,5.09 ,3,1,0.1906 ,0.1903 ,-0.0123 ,-0.0151 ,-0.0666 ,-0.0696 ,0.4858,0.2452,0.2406,4,0.9282,0.5327,0.7650,0.9138,0.0026,0.3292,50.13,21.07,34.51,3.86,-2.00,1.31,-0.0369,-0.4316,-0.1963
0,45,0.06,9.34 ,6,0,0.3349 ,0.3292 ,0.3070 ,0.2984 ,0.2380 ,0.1793 ,0.3997,0.3867,0.0130,6,0.8791,0.2734,0.5976,0.9394,0.0001,0.3336,46.76,25.98,37.92,13.21,-3.24,4.32,0.0984,-0.2132,-0.0524
0,45,0.06,2.69 ,3,0,0.3857 ,0.3793 ,0.3617 ,0.3510 ,0.3183 ,0.2660 ,0.3605,0.3410,0.0195,3,0.9604,0.6755,0.7900,0.8228,0.0023,0.3136,42.65,15.02,29.78,11.95,0.50,6.26,0.0658,-0.0720,0.0143
0,45,0.06,5.11 ,3,0,0.4287 ,0.4164 ,0.4091 ,0.3829 ,0.3777 ,0.3391 ,0.3362,0.2509,0.0853,4,0.9420,0.4739,0.6625,0.9471,0.0090,0.3315,50.96,19.37,39.57,17.44,1.81,9.02,0.1100,0.0348,0.0726
0,45,0.06,8.31 ,3,1,0.3480 ,0.3293 ,0.3093 ,0.2704 ,0.2425 ,0.1849 ,0.4307,0.3409,0.0898,4,0.9144,0.2842,0.6451,0.8848,0.0027,0.3420,41.24,17.58,29.21,18.05,-2.58,5.46,0.0582,-0.1693,-0.0311
0,45,0.06,3.19 ,4,0,0.1239 ,0.0960 ,0.0958 ,0.0620 ,-0.1157 ,-0.1773 ,0.4263,0.3997,0.0266,4,0.9111,0.6675,0.7482,0.9125,0.0115,0.3215,43.64,21.88,36.67,11.44,-0.50,5.00,0.0605,-0.1378,-0.0399
0,45,0.06,3.78 ,2,0,0.4845 ,0.4840 ,0.4779 ,0.4744 ,0.4712 ,0.4549 ,0.1597,0.1476,0.0121,3,0.6729,0.3949,0.5419,0.9289,0.0141,0.3544,44.33,24.99,35.12,23.68,10.61,16.56,0.3185,0.2499,0.2886
0,45,0.06,12.39 ,7,0,0.0865 ,0.0860 ,-0.1990 ,-0.2051 ,-0.2411 ,-0.2477 ,0.3782,0.1920,0.1862,7,0.9663,0.0948,0.7059,0.8882,0.0051,0.3169,72.28,14.39,33.90,9.84,-6.27,-1.03,0.1052,-0.2506,-0.0663
0,45,0.06,8.73 ,8,0,0.0304 ,0.0298 ,-0.3010 ,-0.3148 ,-0.3274 ,-0.3417 ,0.2386,0.1229,0.1157,8,0.8801,0.1381,0.6766,0.8748,0.0184,0.3084,66.85,22.56,37.91,3.62,-4.67,-1.80,0.2611,-0.0110,0.1864
0,45,0.06,4.06 ,5,0,0.0780 ,0.0761 ,-0.2029 ,-0.2319 ,-0.2425 ,-0.2735 ,0.3625,0.1942,0.1683,5,0.7696,0.3302,0.5657,0.9049,0.0003,0.2866,58.21,39.06,49.23,4.67,-1.44,1.71,0.1372,-0.1349,-0.0364
0,45,0.06,7.24 ,5,0,0.2773 ,0.2687 ,0.2474 ,0.2356 ,0.1440 ,0.0811 ,0.4291,0.4143,0.0148,5,0.7746,0.2897,0.5194,0.9036,0.0092,0.3267,59.48,11.11,36.52,4.33,-1.46,1.22,0.0171,-0.3223,-0.1313
1,45,0.06,24.93 ,10,0,0.4157 ,0.4068 ,0.3835 ,0.3615 ,0.3466 ,0.3157 ,0.3694,0.2442,0.1252,10,0.9541,0.0904,0.5913,0.9097,0.0012,0.3332,78.21,16.96,35.10,3.25,-21.40,-8.80,0.0878,-0.2210,-0.0088
0,45,0.06,8.53 ,7,0,-0.0040 ,-0.0069 ,-0.2752 ,-0.2881 ,-0.4151 ,-0.4308 ,0.1276,0.0827,0.0449,8,0.8976,0.0206,0.4603,0.9528,0.0003,0.2869,87.41,20.09,53.71,3.85,-5.31,-0.75,0.3557,-0.0208,0.2296
0,45,0.06,14.81 ,6,0,0.0356 ,0.0297 ,-0.2146 ,-0.2431 ,-0.3359 ,-0.3702 ,0.2807,0.1797,0.1010,6,0.7460,0.0469,0.3431,0.9682,0.0028,0.2863,68.31,35.37,53.40,10.12,-8.74,-1.25,0.1766,-0.1274,0.0551
